Accession,Gene ID,Description,Taxonomy,Protein FDR Confidence: Combined,Missing values,Log10(S/N),# Unique Peptides,Log2(WT/Mock),p_WT/Mock,q_WT/Mock,Log2(ΔVif/Mock),p_ΔVif/Mock,q_ΔVif/Mock,Log2(WT/ΔVif),p_WT/ΔVif,q_WT/ΔVif,A_Mock,B_Mock,C_Mock,A_WT,B_WT,C_WT,A_ΔVif,B_ΔVif,C_ΔVif
Q8IX21,SLF2,SMC5-SMC6 complex localization factor protein 2,Homo sapiens,High,0,2.65600232068296,4,-3.11107885266358,3.08982675870332E-07,0.000113229276428,-3.3237171993187,1.79257698829923E-07,0.000102059211956,0.213530241875773,0.364673507889571,0.999925600286854,98.7,119.7,154.4,14.4,14.4,13.6,11.9,9.2,16.6
Q7Z7L1,SLFN11,Schlafen family member 11,Homo sapiens,High,0,4.23019849119307,15,0.073539119314853,0.511231458205491,0.760791992371793,0.03292472405257,0.767122315320676,0.888209684471477,0.040688602806969,0.713457985879586,0.999925600286854,2047.8,1710.2,1768.5,2093.7,1894.8,1820.2,2101.3,1747.8,1805.9
Q68D06,SLFN13,Schlafen family member 13,Homo sapiens,High,0,2.84886621149478,2,-0.200307570040479,0.57899117250208,0.803814013776695,-0.146412722034963,0.68379252896491,0.843511539591521,-0.054221122703059,0.880256215427352,0.999925600286854,67.7,107.9,74.6,55.5,99.9,64.8,43.6,93.3,98.8
Q08AF3,SLFN5,Schlafen family member 5,Homo sapiens,High,0,4.83919512960247,28,0.798466248864691,0.019887392111155,0.136659792167937,0.768026503785219,0.023702976955119,0.135280780220813,0.030899041651347,0.915037540470178,0.999925600286854,4284.5,6334.5,4707,6727,11748.9,8509.7,6728.7,12534.4,7480.3
Q9GZT3,SLIRP,"SRA stem-loop-interacting RNA-binding protein, mitochondrial",Homo sapiens,High,0,4.32547050752513,11,0.106997668505105,0.29877080090215,0.586058575943468,-0.026205205208132,0.792723025099038,0.899844992997682,0.132943528760305,0.203325422115663,0.999925600286854,2126.3,2328.8,2460.7,2759.2,2310.4,2387.2,2397.7,2179.1,2208.4
Q9H2G2,SLK,STE20-like serine/threonine-protein kinase,Homo sapiens,High,0,4.75392224290702,53,0.035248516280105,0.672229911298081,0.852156539329292,0.054211120143729,0.512899897307258,0.732410752209591,-0.019257080332156,0.812538532095076,0.999925600286854,6078.2,6365.9,6072.1,6173.8,6831.3,5988.7,6071.3,6576.7,6586.3
Q14BN4,SLMAP,Sarcolemmal membrane-associated protein,Homo sapiens,High,0,4.43088255673719,30,0.22134441048729,0.026538438181046,0.160086120577707,0.257263166519358,0.01340818036595,0.100191118367485,-0.035895463884805,0.678369680375193,0.999925600286854,2672.7,2728.4,2614.9,3000.3,3086.5,3264.9,3001.4,3086,3515
Q9NWH9,SLTM,SAFB-like transcription modulator,Homo sapiens,High,0,4.65527196944148,42,0.109690991066904,0.207475165797084,0.490669633579792,0.182542307589281,0.051321136970372,0.212309219028421,-0.072671232785527,0.393042285758248,0.999925600286854,4660.4,4532.3,4867.5,5150.6,5194.2,4830.6,5400.4,4907.5,5670.4
O95391,SLU7,Pre-mRNA-splicing factor SLU7,Homo sapiens,High,0,4.25882877059398,25,-0.250805775110538,0.149636611808216,0.414505197119138,-0.14303815744089,0.390911614874271,0.633978914405165,-0.107725423103681,0.515098806106476,0.999925600286854,2161.2,2142.1,2258.3,1649.3,1824.8,2063.3,1685.8,1790.1,2573.1
Q9BQ83,SLX1A,Structure-specific endonuclease subunit SLX1,Homo sapiens,High,0,2.95090008936639,2,0.167774340815287,0.323981824516048,0.610939139497993,0.142089111199678,0.398856336510395,0.640485937485654,0.025590716635218,0.877702193541972,0.999925600286854,76.6,99.4,100.9,86.6,116.9,107.5,89.5,98,117.7
Q8IY92,SLX4,Structure-specific endonuclease subunit SLX4,Homo sapiens,High,0,3.49330466149301,9,0.328853037973162,0.018377858489938,0.130877137991098,0.385024163822277,0.008414585291215,0.076019296762823,-0.056032005934292,0.630930712024265,0.999925600286854,292.1,296.6,282.9,392.1,388.7,318.5,333.8,418.2,391
Q5VYV7,SLX4IP,Protein SLX4IP,Homo sapiens,High,0,3.25316832590144,5,0.098599394877924,0.428029536803279,0.695716092438521,0.342719781358529,0.019153977797002,0.122426769421971,-0.243938462173191,0.072684901695703,0.999925600286854,193.9,161.4,180.7,207.1,195.2,171.9,221.5,202.6,257
Q15797,SMAD1,Mothers against decapentaplegic homolog 1,Homo sapiens,High,0,2.41946007278607,2,0.521154797760374,0.061923503710308,0.2577459607819,0.212368664429355,0.406542376748131,0.648491301265873,0.309792906961858,0.236545130045678,0.999925600286854,21.1,18.6,34.9,40.4,35.1,28.6,32.7,23.1,28.2
Q15796,SMAD2,Mothers against decapentaplegic homolog 2,Homo sapiens,High,0,4.21536786292804,6,0.028346744012266,0.792769599055663,0.911000470214362,-0.09781379328935,0.380660623868323,0.62577760503213,0.126353652293611,0.263985974712148,0.999925600286854,1671,1869.3,2019.7,1748.7,1844,2076.7,1661.8,1887.3,1641.3
P84022,SMAD3,Mothers against decapentaplegic homolog 3,Homo sapiens,High,0,3.49391789471334,6,-0.103661241924521,0.359398570218336,0.642722737915874,-0.001691036449021,0.987829033054805,0.994956063412392,-0.102601751841006,0.366862504684418,0.999925600286854,381.4,355.2,327.3,368.8,334.7,289.2,370.5,332.1,359.1
Q13485,SMAD4,Mothers against decapentaplegic homolog 4,Homo sapiens,High,0,4.36414183421954,16,-0.095251109791206,0.390758639646962,0.665337576985567,-0.3375764933699,0.011414246914658,0.091678814259738,0.242717375176183,0.048259216209811,0.999925600286854,2623.1,2849.2,2999.6,2427.4,2633.9,2876.6,2172.7,2501.1,2044.6
O00193,SMAP,Small acidic protein,Homo sapiens,High,0,4.25542448157764,8,-0.038592998527359,0.700580593308442,0.868198720325172,-0.165892585766138,0.121801211306634,0.344973055022206,0.126808587492304,0.221289061239996,0.999925600286854,2178.2,2016.8,2081.3,2157.5,2118.1,1847.1,2042.7,1862.8,1701.8
Q8IYB5,SMAP1,Stromal membrane-associated protein 1,Homo sapiens,High,0,3.75415714289177,7,0.229550404525837,0.019108891738887,0.133383097494851,0.278318221111107,0.007249335124861,0.069383607001668,-0.04939251448326,0.551604133022573,0.999925600286854,544.2,611.6,523.9,633.5,674.3,657.2,667.4,677.5,687.9
Q8WU79,SMAP2,Stromal membrane-associated protein 2,Homo sapiens,High,0,4.65131388058812,19,-0.096485945995533,0.401883715613198,0.675144388383809,-0.143584920971178,0.224142796089946,0.479177416531617,0.046841272042502,0.679051719007511,0.999925600286854,5418,4482.4,5933.2,5217.2,4889.6,4620,4933.6,4673.3,4636.4
P51531,SMARCA2,Probable global transcription activator SNF2L2,Homo sapiens,High,0,4.57357125109108,25,0.386383161609064,0.021287638664067,0.142462574282282,0.520907298946074,0.004645327994963,0.053654727067939,-0.134309636933765,0.353104671282546,0.999925600286854,3371.2,3497.2,3098.9,4011.3,4155,4892.2,4008.6,4712.5,5713.4
P51532,SMARCA4,Transcription activator BRG1,Homo sapiens,High,0,4.90562482637457,29,-0.055216779558183,0.505565712183385,0.756929139663148,-0.106682823012845,0.212025630471009,0.466632518397078,0.052295445565095,0.530497085678584,0.999925600286854,8611.2,9156,10100.1,8947,8923.2,8897.2,8779.2,8296.9,8757.5
O60264,SMARCA5,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5,Homo sapiens,High,0,4.98459931475017,54,-0.287415312495039,0.005908024682454,0.067231632048467,-0.3325524953319,0.002565908945322,0.037465771343964,0.044756378432713,0.586323086875216,0.999925600286854,11864.1,12536.6,12514.4,9565.3,10317.5,10367.5,9287.2,9519.4,10544
Q9H4L7,SMARCAD1,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1,Homo sapiens,High,0,4.42851544508581,32,-0.140785256498882,0.101587159392197,0.335342386235845,-0.086920156452744,0.286897130984356,0.542217171924934,-0.053692738002928,0.503834757506611,0.999925600286854,3206.8,3126.4,3077.2,2849.9,2887.3,2800.4,2925,2754.5,3196
Q9NZC9,SMARCAL1,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1,Homo sapiens,High,0,4.04650296829841,22,0.060932941874726,0.693331475849996,0.864050294784231,-0.014336407019399,0.925936240543316,0.964539764962509,0.075326758635581,0.62719199749035,0.999925600286854,1188.3,1179.1,1281.1,1489.8,1333.9,1025.6,1380.1,1202.3,1050
Q12824,SMARCB1,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1,Homo sapiens,High,0,4.44569136474509,14,0.129529040986881,0.315753767183323,0.601484118010791,0.164340724606895,0.212067103585346,0.466632518397078,-0.034816582286523,0.783984687156114,0.999925600286854,2486.5,2942.8,3273.8,3014.6,3481,2990.5,3127.9,3023.2,3565.3
Q92922,SMARCC1,SWI/SNF complex subunit SMARCC1,Homo sapiens,High,0,4.71300725818625,35,-0.035849405239308,0.692821188947992,0.863816608562176,-0.045931910152962,0.609531420863292,0.795237668374045,0.010150319824507,0.90617286640793,0.999925600286854,5436.7,6154,5950,5778.5,5479.8,5840.5,5356,5461.7,6185.3
Q8TAQ2,SMARCC2,SWI/SNF complex subunit SMARCC2,Homo sapiens,High,0,4.95878885541625,42,0.162310652655729,0.074827573240194,0.284745391708384,0.16868988694958,0.065601388749361,0.245912186913495,-0.006000974985817,0.936097172132955,0.999925600286854,8914,9563,9557.6,10225.8,10507.8,10621.5,9809,10336.9,11411.5
F8VXC8,SMARCC2,SWI/SNF complex subunit SMARCC2,Homo sapiens,Medium,0,3.4332256252374,12,0.290233373949092,0.158427352251607,0.426637846485976,0.42471268057893,0.051756086850994,0.213706471293189,-0.134427876064848,0.495039814886774,0.999925600286854,240.6,296.3,220.9,290.8,322.3,307.5,251.4,354.8,427
Q96GM5,SMARCD1,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 1,Homo sapiens,High,0,3.9041202134762,16,0.05853677745634,0.627153410343579,0.831458367543452,0.155990223734043,0.212364189599301,0.467030177925407,-0.097788976598926,0.421790719553744,0.999925600286854,808,899.9,827.4,804.1,918.6,919.5,845.6,889.2,1106.7
Q92925,SMARCD2,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 2,Homo sapiens,High,0,4.46387955699009,20,0.051940539720577,0.627307330253298,0.831524938896421,0.101998583373385,0.348021437142718,0.59642411139326,-0.050382607046077,0.636954403521633,0.999925600286854,2978.2,3132.8,3229.1,3111.2,3128,3447.4,2999.9,3237.5,3835
Q969G3,SMARCE1,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1,Homo sapiens,High,0,4.26629050832001,18,0.131139126268356,0.189268764438206,0.467720928135438,0.13829862528835,0.167699993495985,0.411185236352715,-0.007350582563584,0.937150936265974,0.999925600286854,1828.7,1934.1,2009.8,2103.1,2207.2,2010.2,2087.3,1931.8,2350.3
Q14683,SMC1A,Structural maintenance of chromosomes protein 1A,Homo sapiens,High,0,5.26633684627463,91,-0.073491128615335,0.309532775939927,0.595177255004734,-0.026149734503594,0.711424762796488,0.855363060669188,-0.047648773922483,0.503900494908217,0.999925600286854,21694.7,20735.8,20542.1,20861.8,19670.3,19313.8,20355.1,20760.7,20710.4
Q8NDV3,SMC1B,Structural maintenance of chromosomes protein 1B,Homo sapiens,High,0,2.75921443123424,1,-0.044320519162652,0.844601066236022,0.934409212350623,0.205210392532894,0.374998246067561,0.621253687487716,-0.249568347535936,0.285982467611161,0.999925600286854,62.4,57.8,60.7,51.4,66.4,58.5,52.4,62.7,102.1
O95347,SMC2,Structural maintenance of chromosomes protein 2,Homo sapiens,High,0,5.04500907782816,69,0.018658148973853,0.839366177705408,0.93197243100446,0.023941247096333,0.791806983880509,0.899501733819307,-0.005513458000232,0.950912169000159,0.999925600286854,11552.9,11830.2,13246.5,12403.6,13356,11354,12323.7,12323.3,12529.6
Q9UQE7,SMC3,Structural maintenance of chromosomes protein 3,Homo sapiens,High,0,5.12934825032634,82,-0.090703386620344,0.223602603651173,0.509345998216022,0.001665720956239,0.981319955010303,0.991579619061996,-0.092460200774678,0.21593126863087,0.999925600286854,15919.6,15221.5,14679.4,14486.7,14060.9,14463,14752.9,15462.9,15647.1
Q9NTJ3,SMC4,Structural maintenance of chromosomes protein 4,Homo sapiens,High,0,5.15369781763925,83,-0.104342312107582,0.183458849392974,0.460893071418472,-0.038064676887803,0.609606863010553,0.795237668374045,-0.066009534434427,0.384255996126571,0.999925600286854,16404,16042,16585.7,14737.1,15074.8,15828,15295.5,15665.5,16829
Q8IY18,SMC5,Structural maintenance of chromosomes protein 5,Homo sapiens,High,0,4.55049129685792,38,-0.103808019019033,0.30295488068865,0.589488534437317,-0.110591274722533,0.271209487738602,0.527756831247954,0.007352443565141,0.937989264549611,0.999925600286854,3984.6,3977.7,4466.9,3876.1,3761.4,3919.3,3860.2,3444.1,4231.2
Q96SB8,SMC6,Structural maintenance of chromosomes protein 6,Homo sapiens,High,0,4.58678977820942,40,-0.029807674045552,0.760806292549826,0.896955944098622,0.014298921251932,0.88287759254764,0.946230845620819,-0.043476539824555,0.65277424516937,0.999925600286854,4335.4,4126.9,4438,4205.3,4041.3,4393.2,4198,3962.8,4917.1
A6NHR9,SMCHD1,Structural maintenance of chromosomes flexible hinge domain-containing protein 1,Homo sapiens,High,0,5.19696747753416,91,0.133153414794583,0.123961684046022,0.374738835621462,0.06377647154656,0.43610600370678,0.67184310782994,0.069505977898277,0.398549457114485,0.999925600286854,16580.8,16784.4,16689.9,18863.5,18483.1,17571.3,18114,18303.2,15996.3
Q8TEV9,SMCR8,Smith-Magenis syndrome chromosomal region candidate gene 8 protein,Homo sapiens,High,0,3.41467257843572,10,0.097609341546909,0.337309013672169,0.622326992919389,0.185197185701772,0.087410049934465,0.289447059176814,-0.087537264374508,0.386451551544148,0.999925600286854,287,286,238.7,294.6,305.7,266.5,314.1,305.3,300.3
Q9H4I9,SMDT1,"Essential MCU regulator, mitochondrial",Homo sapiens,High,0,3.31171148879542,2,0.245004550893709,0.253125829559172,0.541269552874524,0.104695129962893,0.613300852309062,0.797100782630147,0.13982339921362,0.502094239644958,0.999925600286854,194.9,224.6,202.7,262,191.3,294.4,249.5,261,169.4
Q96Q15,SMG1,Serine/threonine-protein kinase SMG1,Homo sapiens,High,0,4.66797659235876,66,-0.142751823171602,0.076318390625932,0.288324847747026,-0.16275932543075,0.048296269884732,0.204018104532287,0.020153192713266,0.781632145576455,0.999925600286854,5675.4,5437.3,5515,4932.1,5291.7,4848.3,4959.5,5103.8,4793
Q9UPR3,SMG5,Protein SMG5,Homo sapiens,High,0,3.76638309989626,7,-0.18650801673034,0.053833117061774,0.238223982352698,-0.352506472161267,0.002535543902135,0.037228895858567,0.166099590002673,0.08145999075905,0.999925600286854,704.9,761.3,726.7,630,628.8,667.1,574.4,621.8,524.6
Q86US8,SMG6,Telomerase-binding protein EST1A,Homo sapiens,High,0,4.17657161253573,29,0.043421737958707,0.574754988523801,0.801239080020262,0.095707044074011,0.229941420133876,0.485572747667791,-0.05273148418933,0.497071407214144,0.999925600286854,1568,1659.6,1616.6,1577.3,1681.2,1735.5,1662.6,1705.1,1810.7
Q92540,SMG7,Protein SMG7,Homo sapiens,High,0,4.16697153416041,21,-0.162076933093062,0.067632699540889,0.270545319914113,-0.215362585408338,0.022557032565079,0.132277849550888,0.052818843364053,0.511917116344219,0.999925600286854,1667.8,1878.5,1787.5,1529,1644.7,1589.2,1502.1,1607,1482.5
Q8ND04,SMG8,Protein SMG8,Homo sapiens,High,0,4.1773431164806,19,0.001790493561083,0.983193921922251,0.994040035042052,-0.01670835995941,0.856273531407672,0.933339249159209,0.01850144503835,0.839827451586267,0.999925600286854,1516.1,1708.6,1813.4,1686.7,1773.6,1576.6,1712.2,1601.3,1654.8
Q9H0W8,SMG9,Protein SMG9,Homo sapiens,High,0,3.96764624294686,9,0.106381534813347,0.463558306119864,0.724155471105543,0.160568967357533,0.277236851975849,0.534088877391342,-0.054199804306345,0.703934395208432,0.999925600286854,840.4,1111.2,958.2,963.2,1155.3,1002.8,920.6,1145.1,1185.3
A0A0G2JPJ8,SMIM10L1,Small integral membrane protein 10-like protein 1,Homo sapiens,Medium,0,2.7523558041535,1,0.312173953431307,0.03887545541012,0.19832345146868,0.090682197119337,0.497979337127679,0.72183675762663,0.220226807757459,0.119722896430619,0.999925600286854,51.2,57.7,61.9,72.4,63.1,76.6,67.1,51.5,63.9
Q96EX1,SMIM12,Small integral membrane protein 12,Homo sapiens,High,0,4.04431236260304,2,0.258433438107289,0.422453412637055,0.691895300585269,0.154778508107017,0.627307701769618,0.806250363446411,0.104423905242113,0.742859747371404,0.999925600286854,670,1079.6,1756,1112.5,1626.4,1202.8,1281.3,1084.7,1260.9
Q7Z3B0,SMIM15,Small integral membrane protein 15,Homo sapiens,High,0,3.27032939708986,2,0.197261214875017,0.275219995730337,0.563970145025235,0.131925190824627,0.456794288877458,0.690767842276004,0.065364136062004,0.708783877126919,0.999925600286854,172.3,223.1,178.1,193.3,192.3,277.6,221.1,223.1,182.6
Q96E16,SMIM19,Small integral membrane protein 19,Homo sapiens,High,0,2.84565605998354,2,0.354123989405715,0.126683476242894,0.378715558652705,0.681070087857575,0.010699409526953,0.088315072151847,-0.326757515153699,0.156009260685502,0.999925600286854,56.1,59.7,61.9,70.1,65.8,94,77.3,83.3,132.7
Q8N5G0,SMIM20,Small integral membrane protein 20,Homo sapiens,High,0,2.80106052984786,1,0.153583319514088,0.348763656411366,0.632439840456016,0.361059738308758,0.045671655204727,0.197483877839515,-0.20715464411384,0.213370531943814,0.999925600286854,64.8,60.2,59.9,68.2,62,76,74.2,65.8,101.4
Q8WVI0,SMIM4,Small integral membrane protein 4,Homo sapiens,High,0,2.78390357927273,1,0.001210957118246,0.991848759064166,0.996773457173257,0.325221517966607,0.006990739274007,0.067937626425291,-0.323986980746594,0.007104024339575,0.999925600286854,57.9,64.1,64.8,62.7,65.7,58.5,84.5,71.3,78.5
Q9BQ49,SMIM7,Small integral membrane protein 7,Homo sapiens,High,0,3.13956426617585,2,-0.081798074228216,0.529504134219187,0.771264463256821,-0.209208062172032,0.130995720665614,0.35857683263432,0.127623116747937,0.338216012106693,0.999925600286854,135.2,176.8,180.9,146.1,170.9,146,134.7,140.2,148.2
Q96KF7,SMIM8,Small integral membrane protein 8,Homo sapiens,High,0,3.39675711821996,2,0.464091537243951,0.006437809427285,0.070161752060686,0.518609916676805,0.0034511186079,0.044746538211922,-0.054218557039147,0.686542776711367,0.999925600286854,222.2,202,227.5,334.7,294.6,272,319.9,261.7,358.6
Q16637,SMN1,Survival motor neuron protein,Homo sapiens,High,0,3.73913704081886,5,-0.762625785001674,0.008415281264187,0.08253593678056,-1.14661377746979,0.000733671102285,0.017543262489495,0.384113932374827,0.122759951121424,0.999925600286854,687.9,871.8,1138.2,552.9,410.5,615.7,478.3,402.3,326.9
O75940,SMNDC1,Survival of motor neuron-related-splicing factor 30,Homo sapiens,High,0,4.02620220843196,8,-0.18691292822043,0.131278282967734,0.385913121086444,-0.356916679207115,0.0117770942884,0.093174648019705,0.169718840904125,0.165278984192406,0.999925600286854,1333.8,1224.9,1431.9,1278.8,1188,1043.9,1165.6,981.4,973.6
P17405,SMPD1,Sphingomyelin phosphodiesterase,Homo sapiens,High,0,2.83511959042455,2,0.131807767707659,0.204448251606302,0.4877325429656,0.148014880565393,0.157436298961012,0.398575777018451,-0.016065620856642,0.864717750400037,0.999925600286854,76.6,69.8,67.1,74.1,82.5,77.1,72.2,77.7,87
O60906,SMPD2,Sphingomyelin phosphodiesterase 2,Homo sapiens,High,0,3.04917924464597,3,-0.004171099703605,0.984082437804922,0.994142550022317,0.111659341369739,0.590181098571485,0.781740499305051,-0.115492714940263,0.576855428528547,0.999925600286854,105.3,128.4,127.2,102.5,139.8,119,95.1,142.3,160.3
Q9NXE4,SMPD4,Sphingomyelin phosphodiesterase 4,Homo sapiens,High,0,4.31737167162537,27,-0.002648747826895,0.970501885216549,0.990144715487821,-0.024349528326666,0.752892226566272,0.879607748758019,0.021500516795703,0.780901528614145,0.999925600286854,2252.1,2423.8,2289.1,2258.6,2294.1,2397.3,2144.7,2323.2,2384
P52788,SMS,Spermine synthase,Homo sapiens,High,0,4.38579567762053,13,-0.006514323762941,0.962336548172094,0.987141350731697,-0.091407806822458,0.508285245792481,0.728495180537815,0.085265811928378,0.537884721384666,0.999925600286854,2667.7,2450.8,3175.1,2564.9,2449.7,3259.9,2631.7,2468.6,2642.2
